"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Volume of Sales","2019","Tipperary","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","8"
"Volume of Sales","2019","Tipperary","New","Executions","Non-Household Buyer","All Sale Types","Number","70"
"Volume of Sales","2019","Tipperary","Existing","Filings","Household Buyer - All","All Sale Types","Number","1413"
"Volume of Sales","2019","Tipperary","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","305"
"Volume of Sales","2019","Tipperary","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","802"
"Volume of Sales","2019","Tipperary","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","306"
"Volume of Sales","2019","Tipperary","Existing","Filings","Non-Household Buyer","All Sale Types","Number","331"
"Volume of Sales","2019","Tipperary","Existing","Executions","Household Buyer - All","All Sale Types","Number","1391"
"Volume of Sales","2019","Tipperary","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","302"
"Volume of Sales","2019","Tipperary","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","788"
"Volume of Sales","2019","Tipperary","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","301"
"Volume of Sales","2019","Tipperary","Existing","Executions","Non-Household Buyer","All Sale Types","Number","333"
"Volume of Sales","2019","Waterford","New","Filings","Household Buyer - All","All Sale Types","Number","162"
"Volume of Sales","2019","Waterford","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","102"
"Volume of Sales","2019","Waterford","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","47"
"Volume of Sales","2019","Waterford","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","13"
"Volume of Sales","2019","Waterford","New","Filings","Non-Household Buyer","All Sale Types","Number","95"
"Volume of Sales","2019","Waterford","New","Executions","Household Buyer - All","All Sale Types","Number","166"
"Volume of Sales","2019","Waterford","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","104"
"Volume of Sales","2019","Waterford","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","49"
"Volume of Sales","2019","Waterford","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","13"
"Volume of Sales","2019","Waterford","New","Executions","Non-Household Buyer","All Sale Types","Number","144"
"Volume of Sales","2019","Waterford","Existing","Filings","Household Buyer - All","All Sale Types","Number","1311"
"Volume of Sales","2019","Waterford","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","240"
"Volume of Sales","2019","Waterford","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","751"
"Volume of Sales","2019","Waterford","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","320"
"Volume of Sales","2019","Waterford","Existing","Filings","Non-Household Buyer","All Sale Types","Number","135"
"Volume of Sales","2019","Waterford","Existing","Executions","Household Buyer - All","All Sale Types","Number","1320"
"Volume of Sales","2019","Waterford","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","243"
"Volume of Sales","2019","Waterford","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","758"
"Volume of Sales","2019","Waterford","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","319"
"Volume of Sales","2019","Waterford","Existing","Executions","Non-Household Buyer","All Sale Types","Number","152"
"Volume of Sales","2019","Galway","New","Filings","Household Buyer - All","All Sale Types","Number","256"
"Volume of Sales","2019","Galway","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","115"
"Volume of Sales","2019","Galway","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","119"
"Volume of Sales","2019","Galway","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","22"
"Volume of Sales","2019","Galway","New","Filings","Non-Household Buyer","All Sale Types","Number","81"
"Volume of Sales","2019","Galway","New","Executions","Household Buyer - All","All Sale Types","Number","256"
"Volume of Sales","2019","Galway","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","116"
"Volume of Sales","2019","Galway","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","118"
"Volume of Sales","2019","Galway","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","22"
"Volume of Sales","2019","Galway","New","Executions","Non-Household Buyer","All Sale Types","Number","76"
"Volume of Sales","2019","Galway","Existing","Filings","Household Buyer - All","All Sale Types","Number","2396"
"Volume of Sales","2019","Galway","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","583"
"Volume of Sales","2019","Galway","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","1244"
"Volume of Sales","2019","Galway","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","569"
"Volume of Sales","2019","Galway","Existing","Filings","Non-Household Buyer","All Sale Types","Number","347"
"Volume of Sales","2019","Galway","Existing","Executions","Household Buyer - All","All Sale Types","Number","2399"
"Volume of Sales","2019","Galway","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","584"
"Volume of Sales","2019","Galway","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","1243"
"Volume of Sales","2019","Galway","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","572"
"Volume of Sales","2019","Galway","Existing","Executions","Non-Household Buyer","All Sale Types","Number","344"
"Volume of Sales","2019","Leitrim","New","Filings","Household Buyer - All","All Sale Types","Number","25"
"Volume of Sales","2019","Leitrim","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","5"
"Volume of Sales","2019","Leitrim","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","10"
"Volume of Sales","2019","Leitrim","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","10"
"Volume of Sales","2019","Leitrim","New","Filings","Non-Household Buyer","All Sale Types","Number","13"
"Volume of Sales","2019","Leitrim","New","Executions","Household Buyer - All","All Sale Types","Number","21"
"Volume of Sales","2019","Leitrim","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","6"
"Volume of Sales","2019","Leitrim","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","6"
"Volume of Sales","2019","Leitrim","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","9"
"Volume of Sales","2019","Leitrim","New","Executions","Non-Household Buyer","All Sale Types","Number","25"
"Volume of Sales","2019","Leitrim","Existing","Filings","Household Buyer - All","All Sale Types","Number","398"
"Volume of Sales","2019","Leitrim","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","69"
"Volume of Sales","2019","Leitrim","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","216"
"Volume of Sales","2019","Leitrim","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","113"
"Volume of Sales","2019","Leitrim","Existing","Filings","Non-Household Buyer","All Sale Types","Number","32"
"Volume of Sales","2019","Leitrim","Existing","Executions","Household Buyer - All","All Sale Types","Number","395"
"Volume of Sales","2019","Leitrim","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","70"
"Volume of Sales","2019","Leitrim","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","209"
"Volume of Sales","2019","Leitrim","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","116"
"Volume of Sales","2019","Leitrim","Existing","Executions","Non-Household Buyer","All Sale Types","Number","29"
"Volume of Sales","2019","Mayo","New","Filings","Household Buyer - All","All Sale Types","Number","97"
"Volume of Sales","2019","Mayo","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","47"
"Volume of Sales","2019","Mayo","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","42"
"Volume of Sales","2019","Mayo","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","8"
"Volume of Sales","2019","Mayo","New","Filings","Non-Household Buyer","All Sale Types","Number","25"
"Volume of Sales","2019","Mayo","New","Executions","Household Buyer - All","All Sale Types","Number","98"
"Volume of Sales","2019","Mayo","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","48"
"Volume of Sales","2019","Mayo","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","40"
"Volume of Sales","2019","Mayo","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","10"
"Volume of Sales","2019","Mayo","New","Executions","Non-Household Buyer","All Sale Types","Number","26"
"Volume of Sales","2019","Mayo","Existing","Filings","Household Buyer - All","All Sale Types","Number","1236"
"Volume of Sales","2019","Mayo","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","243"
"Volume of Sales","2019","Mayo","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","656"
"Volume of Sales","2019","Mayo","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","337"
"Volume of Sales","2019","Mayo","Existing","Filings","Non-Household Buyer","All Sale Types","Number","117"
"Volume of Sales","2019","Mayo","Existing","Executions","Household Buyer - All","All Sale Types","Number","1223"
"Volume of Sales","2019","Mayo","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","236"
"Volume of Sales","2019","Mayo","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","661"
"Volume of Sales","2019","Mayo","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","326"
"Volume of Sales","2019","Mayo","Existing","Executions","Non-Household Buyer","All Sale Types","Number","117"
"Volume of Sales","2019","Roscommon","New","Filings","Household Buyer - All","All Sale Types","Number","39"
"Volume of Sales","2019","Roscommon","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","10"
"Volume of Sales","2019","Roscommon","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","25"
"Volume of Sales","2019","Roscommon","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","4"
"Volume of Sales","2019","Roscommon","New","Filings","Non-Household Buyer","All Sale Types","Number","25"
"Volume of Sales","2019","Roscommon","New","Executions","Household Buyer - All","All Sale Types","Number","40"
"Volume of Sales","2019","Roscommon","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","13"
"Volume of Sales","2019","Roscommon","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","24"
"Volume of Sales","2019","Roscommon","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","3"
"Volume of Sales","2019","Roscommon","New","Executions","Non-Household Buyer","All Sale Types","Number","26"
"Volume of Sales","2019","Roscommon","Existing","Filings","Household Buyer - All","All Sale Types","Number","721"
"Volume of Sales","2019","Roscommon","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","149"
"Volume of Sales","2019","Roscommon","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","418"
"Volume of Sales","2019","Roscommon","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","154"
"Volume of Sales","2019","Roscommon","Existing","Filings","Non-Household Buyer","All Sale Types","Number","92"
"Volume of Sales","2019","Roscommon","Existing","Executions","Household Buyer - All","All Sale Types","Number","729"
"Volume of Sales","2019","Roscommon","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","153"
"Volume of Sales","2019","Roscommon","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","424"
"Volume of Sales","2019","Roscommon","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","152"
"Volume of Sales","2019","Roscommon","Existing","Executions","Non-Household Buyer","All Sale Types","Number","96"
"Volume of Sales","2019","Sligo","New","Filings","Household Buyer - All","All Sale Types","Number","104"
"Volume of Sales","2019","Sligo","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","38"
"Volume of Sales","2019","Sligo","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","50"
"Volume of Sales","2019","Sligo","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","16"
"Volume of Sales","2019","Sligo","New","Filings","Non-Household Buyer","All Sale Types","Number","41"
"Volume of Sales","2019","Sligo","New","Executions","Household Buyer - All","All Sale Types","Number","95"
"Volume of Sales","2019","Sligo","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","34"
"Volume of Sales","2019","Sligo","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","47"
"Volume of Sales","2019","Sligo","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","14"
"Volume of Sales","2019","Sligo","New","Executions","Non-Household Buyer","All Sale Types","Number","40"
"Volume of Sales","2019","Sligo","Existing","Filings","Household Buyer - All","All Sale Types","Number","757"
"Volume of Sales","2019","Sligo","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","144"
"Volume of Sales","2019","Sligo","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","405"
"Volume of Sales","2019","Sligo","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","208"
"Volume of Sales","2019","Sligo","Existing","Filings","Non-Household Buyer","All Sale Types","Number","94"
"Volume of Sales","2019","Sligo","Existing","Executions","Household Buyer - All","All Sale Types","Number","746"
"Volume of Sales","2019","Sligo","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","150"
"Volume of Sales","2019","Sligo","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","410"
"Volume of Sales","2019","Sligo","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","186"
"Volume of Sales","2019","Sligo","Existing","Executions","Non-Household Buyer","All Sale Types","Number","90"
"Volume of Sales","2019","Cavan","New","Filings","Household Buyer - All","All Sale Types","Number","65"
"Volume of Sales","2019","Cavan","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","25"
"Volume of Sales","2019","Cavan","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","32"
"Volume of Sales","2019","Cavan","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","8"
"Volume of Sales","2019","Cavan","New","Filings","Non-Household Buyer","All Sale Types","Number","5"
"Volume of Sales","2019","Cavan","New","Executions","Household Buyer - All","All Sale Types","Number","62"
"Volume of Sales","2019","Cavan","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","23"
"Volume of Sales","2019","Cavan","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","31"
"Volume of Sales","2019","Cavan","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","8"
"Volume of Sales","2019","Cavan","New","Executions","Non-Household Buyer","All Sale Types","Number","5"
"Volume of Sales","2019","Cavan","Existing","Filings","Household Buyer - All","All Sale Types","Number","698"
"Volume of Sales","2019","Cavan","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","179"
"Volume of Sales","2019","Cavan","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","361"
"Volume of Sales","2019","Cavan","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","158"
"Volume of Sales","2019","Cavan","Existing","Filings","Non-Household Buyer","All Sale Types","Number","127"
"Volume of Sales","2019","Cavan","Existing","Executions","Household Buyer - All","All Sale Types","Number","695"
"Volume of Sales","2019","Cavan","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","180"
"Volume of Sales","2019","Cavan","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","365"
"Volume of Sales","2019","Cavan","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","150"
"Volume of Sales","2019","Cavan","Existing","Executions","Non-Household Buyer","All Sale Types","Number","129"
"Volume of Sales","2019","Donegal","New","Filings","Household Buyer - All","All Sale Types","Number","104"
"Volume of Sales","2019","Donegal","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","26"
"Volume of Sales","2019","Donegal","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","52"
"Volume of Sales","2019","Donegal","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","26"
"Volume of Sales","2019","Donegal","New","Filings","Non-Household Buyer","All Sale Types","Number","26"
"Volume of Sales","2019","Donegal","New","Executions","Household Buyer - All","All Sale Types","Number","110"
"Volume of Sales","2019","Donegal","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","28"
"Volume of Sales","2019","Donegal","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","54"
"Volume of Sales","2019","Donegal","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","28"
"Volume of Sales","2019","Donegal","New","Executions","Non-Household Buyer","All Sale Types","Number","26"
"Volume of Sales","2019","Donegal","Existing","Filings","Household Buyer - All","All Sale Types","Number","1376"
"Volume of Sales","2019","Donegal","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","149"
"Volume of Sales","2019","Donegal","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","762"
"Volume of Sales","2019","Donegal","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","465"
"Volume of Sales","2019","Donegal","Existing","Filings","Non-Household Buyer","All Sale Types","Number","179"
"Volume of Sales","2019","Donegal","Existing","Executions","Household Buyer - All","All Sale Types","Number","1375"
"Volume of Sales","2019","Donegal","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","143"
"Volume of Sales","2019","Donegal","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","770"
"Volume of Sales","2019","Donegal","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","462"
"Volume of Sales","2019","Donegal","Existing","Executions","Non-Household Buyer","All Sale Types","Number","206"
"Volume of Sales","2019","Monaghan","New","Filings","Household Buyer - All","All Sale Types","Number","16"
"Volume of Sales","2019","Monaghan","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","7"
"Volume of Sales","2019","Monaghan","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","3"
"Volume of Sales","2019","Monaghan","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","6"
"Volume of Sales","2019","Monaghan","New","Filings","Non-Household Buyer","All Sale Types","Number","26"
"Volume of Sales","2019","Monaghan","New","Executions","Household Buyer - All","All Sale Types","Number","13"
"Volume of Sales","2019","Monaghan","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","8"
"Volume of Sales","2019","Monaghan","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","2"
"Volume of Sales","2019","Monaghan","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","3"
"Volume of Sales","2019","Monaghan","New","Executions","Non-Household Buyer","All Sale Types","Number","21"
"Volume of Sales","2019","Monaghan","Existing","Filings","Household Buyer - All","All Sale Types","Number","380"
"Volume of Sales","2019","Monaghan","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","91"
"Volume of Sales","2019","Monaghan","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","188"
"Volume of Sales","2019","Monaghan","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","101"
"Volume of Sales","2019","Monaghan","Existing","Filings","Non-Household Buyer","All Sale Types","Number","46"
"Volume of Sales","2019","Monaghan","Existing","Executions","Household Buyer - All","All Sale Types","Number","364"
"Volume of Sales","2019","Monaghan","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","92"
"Volume of Sales","2019","Monaghan","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","178"
"Volume of Sales","2019","Monaghan","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","94"
"Volume of Sales","2019","Monaghan","Existing","Executions","Non-Household Buyer","All Sale Types","Number","47"
"Volume of Sales","2020","Carlow","New","Filings","Household Buyer - All","All Sale Types","Number","44"
"Volume of Sales","2020","Carlow","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","29"
"Volume of Sales","2020","Carlow","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","12"
"Volume of Sales","2020","Carlow","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","3"
"Volume of Sales","2020","Carlow","New","Filings","Non-Household Buyer","All Sale Types","Number","61"
"Volume of Sales","2020","Carlow","New","Executions","Household Buyer - All","All Sale Types","Number","44"
"Volume of Sales","2020","Carlow","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","28"
"Volume of Sales","2020","Carlow","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","12"
"Volume of Sales","2020","Carlow","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","4"
"Volume of Sales","2020","Carlow","New","Executions","Non-Household Buyer","All Sale Types","Number","61"
"Volume of Sales","2020","Carlow","Existing","Filings","Household Buyer - All","All Sale Types","Number","413"
"Volume of Sales","2020","Carlow","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","100"
"Volume of Sales","2020","Carlow","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","246"
"Volume of Sales","2020","Carlow","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","67"
"Volume of Sales","2020","Carlow","Existing","Filings","Non-Household Buyer","All Sale Types","Number","111"
"Volume of Sales","2020","Carlow","Existing","Executions","Household Buyer - All","All Sale Types","Number","412"
"Volume of Sales","2020","Carlow","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","95"
"Volume of Sales","2020","Carlow","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","252"
"Volume of Sales","2020","Carlow","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","65"
"Volume of Sales","2020","Carlow","Existing","Executions","Non-Household Buyer","All Sale Types","Number","99"
"Volume of Sales","2020","Dublin","New","Filings","Household Buyer - All","All Sale Types","Number","2415"
"Volume of Sales","2020","Dublin","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","1202"
"Volume of Sales","2020","Dublin","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","1050"
"Volume of Sales","2020","Dublin","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","163"
"Volume of Sales","2020","Dublin","New","Filings","Non-Household Buyer","All Sale Types","Number","2627"
"Volume of Sales","2020","Dublin","New","Executions","Household Buyer - All","All Sale Types","Number","2285"
"Volume of Sales","2020","Dublin","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","1164"
"Volume of Sales","2020","Dublin","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","1028"
"Volume of Sales","2020","Dublin","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","93"
"Volume of Sales","2020","Dublin","New","Executions","Non-Household Buyer","All Sale Types","Number","2600"
"Volume of Sales","2020","Dublin","Existing","Filings","Household Buyer - All","All Sale Types","Number","10553"
"Volume of Sales","2020","Dublin","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","3417"
"Volume of Sales","2020","Dublin","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","5928"
"Volume of Sales","2020","Dublin","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","1208"
"Volume of Sales","2020","Dublin","Existing","Filings","Non-Household Buyer","All Sale Types","Number","3517"
"Volume of Sales","2020","Dublin","Existing","Executions","Household Buyer - All","All Sale Types","Number","10407"
"Volume of Sales","2020","Dublin","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","3378"
"Volume of Sales","2020","Dublin","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","5867"
"Volume of Sales","2020","Dublin","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","1162"
"Volume of Sales","2020","Dublin","Existing","Executions","Non-Household Buyer","All Sale Types","Number","3179"
"Volume of Sales","2020","Kildare","New","Filings","Household Buyer - All","All Sale Types","Number","944"
"Volume of Sales","2020","Kildare","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","550"
"Volume of Sales","2020","Kildare","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","378"
"Volume of Sales","2020","Kildare","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","16"
"Volume of Sales","2020","Kildare","New","Filings","Non-Household Buyer","All Sale Types","Number","411"
"Volume of Sales","2020","Kildare","New","Executions","Household Buyer - All","All Sale Types","Number","920"
"Volume of Sales","2020","Kildare","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","549"
"Volume of Sales","2020","Kildare","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","357"
"Volume of Sales","2020","Kildare","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","14"
"Volume of Sales","2020","Kildare","New","Executions","Non-Household Buyer","All Sale Types","Number","295"
"Volume of Sales","2020","Kildare","Existing","Filings","Household Buyer - All","All Sale Types","Number","1639"
"Volume of Sales","2020","Kildare","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","473"
"Volume of Sales","2020","Kildare","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","970"
"Volume of Sales","2020","Kildare","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","196"
"Volume of Sales","2020","Kildare","Existing","Filings","Non-Household Buyer","All Sale Types","Number","306"
"Volume of Sales","2020","Kildare","Existing","Executions","Household Buyer - All","All Sale Types","Number","1636"
"Volume of Sales","2020","Kildare","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","468"
"Volume of Sales","2020","Kildare","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","971"
"Volume of Sales","2020","Kildare","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","197"
"Volume of Sales","2020","Kildare","Existing","Executions","Non-Household Buyer","All Sale Types","Number","243"
"Volume of Sales","2020","Kilkenny","New","Filings","Household Buyer - All","All Sale Types","Number","57"
"Volume of Sales","2020","Kilkenny","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","33"
"Volume of Sales","2020","Kilkenny","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","22"
"Volume of Sales","2020","Kilkenny","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Number","2"
"Volume of Sales","2020","Kilkenny","New","Filings","Non-Household Buyer","All Sale Types","Number","37"
"Volume of Sales","2020","Kilkenny","New","Executions","Household Buyer - All","All Sale Types","Number","59"
"Volume of Sales","2020","Kilkenny","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","32"
"Volume of Sales","2020","Kilkenny","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Number","25"
"Volume of Sales","2020","Kilkenny","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Number","2"
"Volume of Sales","2020","Kilkenny","New","Executions","Non-Household Buyer","All Sale Types","Number","36"
"Volume of Sales","2020","Kilkenny","Existing","Filings","Household Buyer - All","All Sale Types","Number","666"
"Volume of Sales","2020","Kilkenny","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Number","168"
"Volume of Sales","2020","Kilkenny","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Number","405"
